director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tags
Edgar Wright,Peter Serafinowicz,Dylan Moran,Rafe Spall,Comedy Horror,shaun of the dead,Comedy Horror shaun of the dead Peter Serafinowicz Dylan Moran Rafe Spall Edgar Wright
Mickey Liddell,Jessica Lowndes,Randy Wayne,Haley Bennett,Drama Horror Thriller,the haunting of molly hartley,Drama Horror Thriller the haunting of molly hartley Jessica Lowndes Randy Wayne Haley Bennett Mickey Liddell
John Sayles,Matthew McConaughey,Clifton James,Miriam Colon,Drama Mystery,lone star,Drama Mystery lone star Matthew McConaughey Clifton James Miriam Colon John Sayles
Dwight H. Little,Donald Pleasence,Kathleen Kinmont,Ellie Cornell,Horror Thriller,halloween 4: the return of michael myers,Horror Thriller halloween 4: the return of michael myers Donald Pleasence Kathleen Kinmont Ellie Cornell Dwight H. Little
Fred Walton,Thomas F. Wilson,Deborah Foreman,Clayton Rohner,Horror Mystery,april fool's day,Horror Mystery april fool's day Thomas F. Wilson Deborah Foreman Clayton Rohner Fred Walton
Barry Levinson,Steve Guttenberg,Daniel Stern,Ellen Barkin,Comedy Drama,diner,Comedy Drama diner Steve Guttenberg Daniel Stern Ellen Barkin Barry Levinson
Steve Carver,David Carradine,William Sanderson,Robert Beltran,Action Crime Drama Thriller Western,lone wolf mcquade,Action Crime Drama Thriller Western lone wolf mcquade David Carradine William Sanderson Robert Beltran Steve Carver
Gonzalo López-Gallego,Warren Christie,Ryan Robbins,Andrew Airlie,Horror Mystery Sci-Fi Thriller,apollo 18,Horror Mystery Sci-Fi Thriller apollo 18 Warren Christie Ryan Robbins Andrew Airlie Gonzalo López-Gallego
Christine Jeffs,Clifton Collins Jr.,Mary Lynn Rajskub,Paul Dooley,Comedy Drama,sunshine cleaning,Comedy Drama sunshine cleaning Clifton Collins Jr. Mary Lynn Rajskub Paul Dooley Christine Jeffs
John Erick Dowdle,Sterling Jerins,Claire Geare,Sahajak Boonthanakit,Action Thriller,no escape,Action Thriller no escape Sterling Jerins Claire Geare Sahajak Boonthanakit John Erick Dowdle
Don Coscarelli,Vanna Bonta,John Amos,Rip Torn,Action Adventure Fantasy,the beastmaster,Action Adventure Fantasy the beastmaster Vanna Bonta John Amos Rip Torn Don Coscarelli
King Vidor,Gina Lollobrigida,George Sanders,Finlay Currie,Drama History Romance War,solomon and sheba,Drama History Romance War solomon and sheba Gina Lollobrigida George Sanders Finlay Currie King Vidor
Michael Tiddes,Fred Willard,Mike Epps,Russell Peters,Comedy,fifty shades of black,Comedy fifty shades of black Fred Willard Mike Epps Russell Peters Michael Tiddes
Bill Duke,Eddie Cibrian,Jenifer Lewis,Wood Harris,Drama Romance,not easily broken,Drama Romance not easily broken Eddie Cibrian Jenifer Lewis Wood Harris Bill Duke
Frank Borzage,Gary Cooper,Helen Hayes,Adolphe Menjou,Drama Romance War,a farewell to arms,Drama Romance War a farewell to arms Gary Cooper Helen Hayes Adolphe Menjou Frank Borzage
Bille Woodruff,Donald Faison,Brandy Norwood,Lauren London,Comedy Romance,the perfect match,Comedy Romance the perfect match Donald Faison Brandy Norwood Lauren London Bille Woodruff
Mamoru Hosoda,Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,Action Adventure Animation Family Sci-Fi,digimon: the movie,Action Adventure Animation Family Sci-Fi digimon: the movie Lara Jill Miller Colleen O'Shaughnessey Mona Marshall Mamoru Hosoda
Brian Dannelly,Macaulay Culkin,Patrick Fugit,Eva Amurri Martino,Comedy Drama,saved!,Comedy Drama saved! Macaulay Culkin Patrick Fugit Eva Amurri Martino Brian Dannelly
Denys Arcand,Marie-Josée Croze,Stéphane Rousseau,Marina Hands,Comedy Crime Drama Mystery Romance,the barbarian invasions,Comedy Crime Drama Mystery Romance the barbarian invasions Marie-Josée Croze Stéphane Rousseau Marina Hands Denys Arcand
Richard Lester,Robert Shaw,Denholm Elliott,Nicol Williamson,Adventure Drama Romance,robin and marian,Adventure Drama Romance robin and marian Robert Shaw Denholm Elliott Nicol Williamson Richard Lester
J.S. Cardone,Brendan Fehr,Kerr Smith,Izabella Miko,Horror Thriller,the forsaken,Horror Thriller the forsaken Brendan Fehr Kerr Smith Izabella Miko J.S. Cardone
Guy Hamilton,Harrison Ford,Carl Weathers,Franco Nero,Action Drama War,force 10 from navarone,Action Drama War force 10 from navarone Harrison Ford Carl Weathers Franco Nero Guy Hamilton
Jay Levey,Fran Drescher,Gedde Watanabe,Michael Richards,Comedy Drama,uhf,Comedy Drama uhf Fran Drescher Gedde Watanabe Michael Richards Jay Levey
Nicholaus Goossen,Linda Cardellini,Joel David Moore,Shirley Jones,Comedy,grandma's boy,Comedy grandma's boy Linda Cardellini Joel David Moore Shirley Jones Nicholaus Goossen
Tamara Jenkins,Natasha Lyonne,Kevin Corrigan,Jessica Walter,Comedy Drama,slums of beverly hills,Comedy Drama slums of beverly hills Natasha Lyonne Kevin Corrigan Jessica Walter Tamara Jenkins
Sergio Leone,Claudia Cardinale,Woody Strode,Jack Elam,Western,once upon a time in the west,Western once upon a time in the west Claudia Cardinale Woody Strode Jack Elam Sergio Leone
Jon Favreau,Jon Favreau,Faizon Love,Jonathan Silverman,Comedy Crime Drama Thriller,made,Comedy Crime Drama Thriller made Jon Favreau Faizon Love Jonathan Silverman Jon Favreau
Duncan Jones,Kevin Spacey,Matt Berry,Benedict Wong,Drama Mystery Sci-Fi,moon,Drama Mystery Sci-Fi moon Kevin Spacey Matt Berry Benedict Wong Duncan Jones
Scott Marshall,Miranda Cosgrove,Jami Gertz,Carter Jenkins,Comedy,keeping up with the steins,Comedy keeping up with the steins Miranda Cosgrove Jami Gertz Carter Jenkins Scott Marshall
Ronan Chapalain,Norbert Ferrer,Guillaume Denaiffe,Chloe Hollings,Documentary,sea rex 3d: journey to a prehistoric world,Documentary sea rex 3d: journey to a prehistoric world Norbert Ferrer Guillaume Denaiffe Chloe Hollings Ronan Chapalain
Atom Egoyan,Bruce Greenwood,Sarah Polley,Simon Baker,Drama,the sweet hereafter,Drama the sweet hereafter Bruce Greenwood Sarah Polley Simon Baker Atom Egoyan
Xavier Beauvois,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,Drama,of gods and men,Drama of gods and men Lambert Wilson Michael Lonsdale Olivier Rabourdin Xavier Beauvois
Randall Miller,Alan Rickman,Freddy Rodríguez,Greg Collins,Comedy Drama,bottle shock,Comedy Drama bottle shock Alan Rickman Freddy Rodríguez Greg Collins Randall Miller
Jerry Belson,Cassandra Peterson,Tim Thomerson,Bess Armstrong,Comedy Music Sci-Fi,jekyll and hyde... together again,Comedy Music Sci-Fi jekyll and hyde... together again Cassandra Peterson Tim Thomerson Bess Armstrong Jerry Belson
Peter Jackson,Kate Winslet,Jed Brophy,Liz Mullane,Biography Crime Drama Romance Thriller,heavenly creatures,Biography Crime Drama Romance Thriller heavenly creatures Kate Winslet Jed Brophy Liz Mullane Peter Jackson
Michael Polish,Hayden Christensen,Bobby Batson,Cynthia Barrett,Drama,90 minutes in heaven,Drama 90 minutes in heaven Hayden Christensen Bobby Batson Cynthia Barrett Michael Polish
Dan Rush,Will Ferrell,Scott Takeda,Stephen Root,Comedy Drama,everything must go,Comedy Drama everything must go Will Ferrell Scott Takeda Stephen Root Dan Rush
Jake Kasdan,Kim Dickens,Ryan O'Neal,Angela Featherstone,Comedy Crime Drama Mystery Thriller,zero effect,Comedy Crime Drama Mystery Thriller zero effect Kim Dickens Ryan O'Neal Angela Featherstone Jake Kasdan
Brad Anderson,Christian Bale,Jennifer Jason Leigh,Reg E. Cathey,Drama Thriller,the machinist,Drama Thriller the machinist Christian Bale Jennifer Jason Leigh Reg E. Cathey Brad Anderson
Paul Schrader,Dana Delany,Jane Adams,David Clennon,Crime Drama,light sleeper,Crime Drama light sleeper Dana Delany Jane Adams David Clennon Paul Schrader
Michael Cuesta,Jeremy Renner,Paz Vega,Robert Pralgo,Biography Crime Drama Mystery Thriller,kill the messenger,Biography Crime Drama Mystery Thriller kill the messenger Jeremy Renner Paz Vega Robert Pralgo Michael Cuesta
John Cameron Mitchell,Dianne Wiest,Jon Tenney,Tammy Blanchard,Drama,rabbit hole,Drama rabbit hole Dianne Wiest Jon Tenney Tammy Blanchard John Cameron Mitchell
Fenton Bailey,Macaulay Culkin,Mia Kirshner,Marilyn Manson,Biography Crime Drama Thriller,party monster,Biography Crime Drama Thriller party monster Macaulay Culkin Mia Kirshner Marilyn Manson Fenton Bailey
Jeremy Saulnier,Alia Shawkat,Mark Webber,Joe Cole,Crime Horror Music Thriller,green room,Crime Horror Music Thriller green room Alia Shawkat Mark Webber Joe Cole Jeremy Saulnier
Billy Kent,Liza Minnelli,Tim Russ,Winter Ave Zoli,Comedy Drama Romance,the oh in ohio,Comedy Drama Romance the oh in ohio Liza Minnelli Tim Russ Winter Ave Zoli Billy Kent
James Manera,Joaquim de Almeida,Greg Germann,Kristoffer Polaha,Drama Mystery Sci-Fi,atlas shrugged: who is john galt?,Drama Mystery Sci-Fi atlas shrugged: who is john galt? Joaquim de Almeida Greg Germann Kristoffer Polaha James Manera
Wes Anderson,Andrew Wilson,Darryl Cox,Lumi Cavazos,Comedy Crime Drama,bottle rocket,Comedy Crime Drama bottle rocket Andrew Wilson Darryl Cox Lumi Cavazos Wes Anderson
Kevin Spacey,Viggo Mortensen,Joe Mantegna,Faye Dunaway,Crime Drama Thriller,albino alligator,Crime Drama Thriller albino alligator Viggo Mortensen Joe Mantegna Faye Dunaway Kevin Spacey
Feroz Abbas Khan,Akshaye Khanna,Bhoomika Chawla,Darshan Jariwala,Biography Drama History,"gandhi, my father","Biography Drama History gandhi, my father Akshaye Khanna Bhoomika Chawla Darshan Jariwala Feroz Abbas Khan"
Errol Morris,Jeffrey Frost,Megan Ambuhl Graner,Ken Davis,Crime Documentary War,standard operating procedure,Crime Documentary War standard operating procedure Jeffrey Frost Megan Ambuhl Graner Ken Davis Errol Morris
Eli Craig,Katrina Bowden,Tyler Labine,Chelan Simmons,Comedy Horror,tucker and dale vs evil,Comedy Horror tucker and dale vs evil Katrina Bowden Tyler Labine Chelan Simmons Eli Craig
Nicholas Fackler,Adam Scott,Ellen Burstyn,Martin Landau,Drama Romance,"lovely, still","Drama Romance lovely, still Adam Scott Ellen Burstyn Martin Landau Nicholas Fackler"
Richard Wallace,Judith Anderson,Paul Fix,Laraine Day,Adventure Drama Romance,tycoon,Adventure Drama Romance tycoon Judith Anderson Paul Fix Laraine Day Richard Wallace
Morgan J. Freeman,Ethan Suplee,John Heard,Sara Gilbert,Drama,desert blue,Drama desert blue Ethan Suplee John Heard Sara Gilbert Morgan J. Freeman
Matthew Hastings,Meghan Ory,Marc Trottier,Corey Sevier,Comedy Horror Sci-Fi,decoys,Comedy Horror Sci-Fi decoys Meghan Ory Marc Trottier Corey Sevier Matthew Hastings
M. Night Shyamalan,Ocean James,Patch Darragh,Olivia DeJonge,Horror Thriller,the visit,Horror Thriller the visit Ocean James Patch Darragh Olivia DeJonge M. Night Shyamalan
Brian De Palma,Mike Figueroa,Daniel Stewart Sherman,Kel O'Neill,Crime Thriller War,redacted,Crime Thriller War redacted Mike Figueroa Daniel Stewart Sherman Kel O'Neill Brian De Palma
Klaus Menzel,Adam Garcia,Jacqueline Bisset,Alice Evans,Mystery Romance Thriller,fascination,Mystery Romance Thriller fascination Adam Garcia Jacqueline Bisset Alice Evans Klaus Menzel
Oren Peli,Glenn Campbell,Sandra Staggs,Jelena Nik,Horror Sci-Fi Thriller,area 51,Horror Sci-Fi Thriller area 51 Glenn Campbell Sandra Staggs Jelena Nik Oren Peli
Jaume Balagueró,Luis Tosar,Tony Corvillo,Marta Etura,Drama Horror Thriller,sleep tight,Drama Horror Thriller sleep tight Luis Tosar Tony Corvillo Marta Etura Jaume Balagueró
Paul Andrew Williams,Dave Legeno,Doug Bradley,Georgia Groome,Comedy Crime Horror Thriller,the cottage,Comedy Crime Horror Thriller the cottage Dave Legeno Doug Bradley Georgia Groome Paul Andrew Williams
Stephen Herek,Henry Ian Cusick,Callum Blue,Shenae Grimes-Beech,Comedy Drama Fantasy,dead like me: life after death,Comedy Drama Fantasy dead like me: life after death Henry Ian Cusick Callum Blue Shenae Grimes-Beech Stephen Herek
Bob Saget,Alyson Hannigan,John Stamos,Jim Belushi,Animation Comedy,farce of the penguins,Animation Comedy farce of the penguins Alyson Hannigan John Stamos Jim Belushi Bob Saget
Jim Amatulli,Heather Locklear,Patricia Neal,Katie Leclerc,Drama Family Music,flying by,Drama Family Music flying by Heather Locklear Patricia Neal Katie Leclerc Jim Amatulli
William H. Macy,Billy Crudup,Felicity Huffman,David Adam Flannery,Comedy Drama Music,rudderless,Comedy Drama Music rudderless Billy Crudup Felicity Huffman David Adam Flannery William H. Macy
Barrett Esposito,Chazz Palminteri,Cyndi Lauper,Danny Aiello,Animation Family,henry & me,Animation Family henry & me Chazz Palminteri Cyndi Lauper Danny Aiello Barrett Esposito
Mitch Davis,Gary Cole,Jon Heder,Cheryl Hines,Comedy,christmas eve,Comedy christmas eve Gary Cole Jon Heder Cheryl Hines Mitch Davis
Eric Bross,Teri Polo,Esai Morales,Nicholas Gonzalez,Crime Drama Thriller,we have your husband,Crime Drama Thriller we have your husband Teri Polo Esai Morales Nicholas Gonzalez Eric Bross
Paul Schrader,Nicolas Cage,Irène Jacob,Tomiwa Edun,Drama Thriller,dying of the light,Drama Thriller dying of the light Nicolas Cage Irène Jacob Tomiwa Edun Paul Schrader
Vicky Jewson,James Frain,Sofia Black-D'Elia,Lisa Kay,Action Drama Thriller War,born of war,Action Drama Thriller War born of war James Frain Sofia Black-D'Elia Lisa Kay Vicky Jewson
Peter Hyams,David Huddleston,Sam Waterston,Hal Holbrook,Action Sci-Fi Thriller,capricorn one,Action Sci-Fi Thriller capricorn one David Huddleston Sam Waterston Hal Holbrook Peter Hyams
Marc Bennett,Michael Rapaport,Natasha Henstridge,Costas Mandylor,Comedy Drama,should've been romeo,Comedy Drama should've been romeo Michael Rapaport Natasha Henstridge Costas Mandylor Marc Bennett
Mike Mayhall,David Raizor,Cody Howard,Martin Kove,Family,running forever,Family running forever David Raizor Cody Howard Martin Kove Mike Mayhall
Kevin Smith,Johnny Depp,Haley Joel Osment,Natasha Lyonne,Comedy Fantasy Horror Thriller,yoga hosers,Comedy Fantasy Horror Thriller yoga hosers Johnny Depp Haley Joel Osment Natasha Lyonne Kevin Smith
Stanton Barrett,Mikal Vega,Michael Dudikoff,Ed Quinn,Action Horror,navy seals vs. zombies,Action Horror navy seals vs. zombies Mikal Vega Michael Dudikoff Ed Quinn Stanton Barrett
Jirí Menzel,Julia Jentsch,Ivan Barnev,Milan Lasica,Comedy Drama Romance War,i served the king of england,Comedy Drama Romance War i served the king of england Julia Jentsch Ivan Barnev Milan Lasica Jirí Menzel
Fatih Akin,Udo Kier,Moritz Bleibtreu,Birol Ünel,Comedy Drama,soul kitchen,Comedy Drama soul kitchen Udo Kier Moritz Bleibtreu Birol Ünel Fatih Akin
Billy Bob Thornton,Robert Duvall,Dwight Yoakam,J.T. Walsh,Drama,sling blade,Drama sling blade Robert Duvall Dwight Yoakam J.T. Walsh Billy Bob Thornton
Nick Murphy,Isaac Hempstead Wright,Imelda Staunton,Joseph Mawle,Horror Thriller,the awakening,Horror Thriller the awakening Isaac Hempstead Wright Imelda Staunton Joseph Mawle Nick Murphy
Eli Roth,Jay Hernandez,Takashi Miike,Rick Hoffman,Horror,hostel,Horror hostel Jay Hernandez Takashi Miike Rick Hoffman Eli Roth
Michael Winterbottom,Steve Coogan,Shirley Henderson,Dylan Moran,Comedy Drama,tristram shandy: a cock and bull story,Comedy Drama tristram shandy: a cock and bull story Steve Coogan Shirley Henderson Dylan Moran Michael Winterbottom
Jeff Nichols,Katy Mixon,Shea Whigham,Robert Longstreet,Drama Thriller,take shelter,Drama Thriller take shelter Katy Mixon Shea Whigham Robert Longstreet Jeff Nichols
Frank LaLoggia,Alex Rocco,Lukas Haas,Katherine Helmond,Fantasy Horror Mystery Thriller,lady in white,Fantasy Horror Mystery Thriller lady in white Alex Rocco Lukas Haas Katherine Helmond Frank LaLoggia
Jeremy Brock,Rupert Grint,Julie Walters,Tamsin Egerton,Comedy Drama,driving lessons,Comedy Drama driving lessons Rupert Grint Julie Walters Tamsin Egerton Jeremy Brock
Scott Foley,Donald Faison,Greg Grunberg,Dagmara Dominczyk,Comedy Crime,let's kill ward's wife,Comedy Crime let's kill ward's wife Donald Faison Greg Grunberg Dagmara Dominczyk Scott Foley
Tobe Hooper,Bill Johnson,Lou Perryman,Jim Siedow,Comedy Horror,the texas chainsaw massacre 2,Comedy Horror the texas chainsaw massacre 2 Bill Johnson Lou Perryman Jim Siedow Tobe Hooper
Sam Peckinpah,James Coburn,Bob Dylan,Jason Robards,Biography Drama Romance Western,pat garrett & billy the kid,Biography Drama Romance Western pat garrett & billy the kid James Coburn Bob Dylan Jason Robards Sam Peckinpah
Nicolas Winding Refn,Ryan Gosling,Kristin Scott Thomas,Yayaying Rhatha Phongam,Crime Drama,only god forgives,Crime Drama only god forgives Ryan Gosling Kristin Scott Thomas Yayaying Rhatha Phongam Nicolas Winding Refn
Christophe Ali,Denis Lavant,Isild Le Besco,Emmanuelle Bercot,Drama,camping sauvage,Drama camping sauvage Denis Lavant Isild Le Besco Emmanuelle Bercot Christophe Ali
Gabriela Tagliavini,Maria Conchita Alonso,Kate del Castillo,Camryn Manheim,Comedy,without men,Comedy without men Maria Conchita Alonso Kate del Castillo Camryn Manheim Gabriela Tagliavini
Shekar,Bhama,Diganth,Dileep Raj,Comedy Romance,barfi,Comedy Romance barfi Bhama Diganth Dileep Raj Shekar
Shona Auerbach,Gerard Butler,Sharon Small,Jack McElhone,Drama Romance,dear frankie,Drama Romance dear frankie Gerard Butler Sharon Small Jack McElhone Shona Auerbach
Leonard Farlinger,Keith Carradine,Gary Farmer,Stephen McHattie,Western,all hat,Western all hat Keith Carradine Gary Farmer Stephen McHattie Leonard Farlinger
Michel Leclerc,Sara Forestier,Jacques Gamblin,Zinedine Soualem,Comedy Drama Romance,the names of love,Comedy Drama Romance the names of love Sara Forestier Jacques Gamblin Zinedine Soualem Michel Leclerc
Analeine Cal y Mayor,Zoë Kravitz,Douglas Smith,Kim Ly,Comedy Drama,treading water,Comedy Drama treading water Zoë Kravitz Douglas Smith Kim Ly Analeine Cal y Mayor
Tom Kalin,Eddie Redmayne,Elena Anaya,Stephen Dillane,Drama,savage grace,Drama savage grace Eddie Redmayne Elena Anaya Stephen Dillane Tom Kalin
Robert Sarkies,William Kircher,Matthew Sunderland,Paul Glover,Crime Drama,out of the blue,Crime Drama out of the blue William Kircher Matthew Sunderland Paul Glover Robert Sarkies
Hugh Wilson,Steve Guttenberg,Bubba Smith,Michael Winslow,Comedy,police academy,Comedy police academy Steve Guttenberg Bubba Smith Michael Winslow Hugh Wilson
Randal Kleiser,Brooke Shields,Christopher Atkins,Leo McKern,Adventure Drama Romance,the blue lagoon,Adventure Drama Romance the blue lagoon Brooke Shields Christopher Atkins Leo McKern Randal Kleiser
Mike Newell,Kristin Scott Thomas,James Fleet,Simon Callow,Comedy Drama Romance,four weddings and a funeral,Comedy Drama Romance four weddings and a funeral Kristin Scott Thomas James Fleet Simon Callow Mike Newell
Amy Heckerling,Jennifer Jason Leigh,Judge Reinhold,Vincent Schiavelli,Comedy Drama,fast times at ridgemont high,Comedy Drama fast times at ridgemont high Jennifer Jason Leigh Judge Reinhold Vincent Schiavelli Amy Heckerling
